time_s,speed_kph,distance_m,cum_distance_m,cycle
0,0.0,0.0,0.0,SORT-3_like
1,0.0,0.0,0.0,SORT-3_like
2,0.0,0.0,0.0,SORT-3_like
3,0.0,0.0,0.0,SORT-3_like
4,0.0,0.0,0.0,SORT-3_like
5,0.0,0.0,0.0,SORT-3_like
6,0.0,0.0,0.0,SORT-3_like
7,0.0,0.0,0.0,SORT-3_like
8,0.0,0.0,0.0,SORT-3_like
9,0.0,0.0,0.0,SORT-3_like
10,0.0,0.0,0.0,SORT-3_like
11,0.0,0.0,0.0,SORT-3_like
12,0.0,0.0,0.0,SORT-3_like
13,0.0,0.0,0.0,SORT-3_like
14,0.0,0.0,0.0,SORT-3_like
15,0.0,0.0,0.0,SORT-3_like
16,0.0,0.0,0.0,SORT-3_like
17,3.3333333333333335,0.9259259259259259,0.9259259259259259,SORT-3_like
18,6.666666666666667,1.8518518518518519,2.7777777777777777,SORT-3_like
19,10.0,2.7777777777777777,5.555555555555555,SORT-3_like
20,13.333333333333334,3.7037037037037037,9.25925925925926,SORT-3_like
21,16.666666666666668,4.62962962962963,13.88888888888889,SORT-3_like
22,20.0,5.555555555555555,19.444444444444443,SORT-3_like
23,23.333333333333336,6.481481481481482,25.925925925925924,SORT-3_like
24,26.666666666666668,7.407407407407407,33.33333333333333,SORT-3_like
25,30.000000000000004,8.333333333333334,41.666666666666664,SORT-3_like
26,33.333333333333336,9.25925925925926,50.925925925925924,SORT-3_like
27,36.666666666666664,10.185185185185185,61.11111111111111,SORT-3_like
28,40.0,11.11111111111111,72.22222222222221,SORT-3_like
29,43.33333333333333,12.037037037037035,84.25925925925925,SORT-3_like
30,46.66666666666667,12.962962962962964,97.22222222222221,SORT-3_like
31,50.0,13.88888888888889,111.1111111111111,SORT-3_like
32,50.0,13.88888888888889,124.99999999999999,SORT-3_like
33,50.0,13.88888888888889,138.88888888888889,SORT-3_like
34,50.0,13.88888888888889,152.77777777777777,SORT-3_like
35,50.0,13.88888888888889,166.66666666666666,SORT-3_like
36,50.0,13.88888888888889,180.55555555555554,SORT-3_like
37,50.0,13.88888888888889,194.44444444444443,SORT-3_like
38,50.0,13.88888888888889,208.33333333333331,SORT-3_like
39,50.0,13.88888888888889,222.2222222222222,SORT-3_like
40,50.0,13.88888888888889,236.1111111111111,SORT-3_like
41,50.0,13.88888888888889,249.99999999999997,SORT-3_like
42,50.0,13.88888888888889,263.88888888888886,SORT-3_like
43,50.0,13.88888888888889,277.77777777777777,SORT-3_like
44,50.0,13.88888888888889,291.6666666666667,SORT-3_like
45,50.0,13.88888888888889,305.5555555555556,SORT-3_like
46,46.42857142857143,12.896825396825397,318.452380952381,SORT-3_like
47,42.85714285714286,11.904761904761905,330.35714285714295,SORT-3_like
48,39.285714285714285,10.912698412698413,341.2698412698414,SORT-3_like
49,35.714285714285715,9.920634920634921,351.1904761904763,SORT-3_like
50,32.142857142857146,8.928571428571429,360.11904761904776,SORT-3_like
51,28.571428571428573,7.936507936507937,368.0555555555557,SORT-3_like
52,25.0,6.944444444444445,375.00000000000017,SORT-3_like
53,21.42857142857143,5.9523809523809526,380.95238095238113,SORT-3_like
54,17.857142857142858,4.9603174603174605,385.9126984126986,SORT-3_like
55,14.285714285714286,3.9682539682539684,389.8809523809526,SORT-3_like
56,10.714285714285715,2.9761904761904763,392.85714285714306,SORT-3_like
57,7.142857142857143,1.9841269841269842,394.84126984127005,SORT-3_like
58,3.5714285714285716,0.9920634920634921,395.83333333333354,SORT-3_like
59,0.0,0.0,395.83333333333354,SORT-3_like
60,0.0,0.0,395.83333333333354,SORT-3_like
61,0.0,0.0,395.83333333333354,SORT-3_like
62,0.0,0.0,395.83333333333354,SORT-3_like
63,0.0,0.0,395.83333333333354,SORT-3_like
64,0.0,0.0,395.83333333333354,SORT-3_like
65,0.0,0.0,395.83333333333354,SORT-3_like
66,0.0,0.0,395.83333333333354,SORT-3_like
67,0.0,0.0,395.83333333333354,SORT-3_like
68,0.0,0.0,395.83333333333354,SORT-3_like
