time_s,speed_kph,distance_m,cum_distance_m,cycle
0,0.0,0.0,0.0,SORT-2_like
1,0.0,0.0,0.0,SORT-2_like
2,0.0,0.0,0.0,SORT-2_like
3,0.0,0.0,0.0,SORT-2_like
4,0.0,0.0,0.0,SORT-2_like
5,0.0,0.0,0.0,SORT-2_like
6,0.0,0.0,0.0,SORT-2_like
7,0.0,0.0,0.0,SORT-2_like
8,0.0,0.0,0.0,SORT-2_like
9,0.0,0.0,0.0,SORT-2_like
10,0.0,0.0,0.0,SORT-2_like
11,0.0,0.0,0.0,SORT-2_like
12,0.0,0.0,0.0,SORT-2_like
13,0.0,0.0,0.0,SORT-2_like
14,0.0,0.0,0.0,SORT-2_like
15,0.0,0.0,0.0,SORT-2_like
16,0.0,0.0,0.0,SORT-2_like
17,0.0,0.0,0.0,SORT-2_like
18,0.0,0.0,0.0,SORT-2_like
19,0.0,0.0,0.0,SORT-2_like
20,0.0,0.0,0.0,SORT-2_like
21,3.1428571428571423,0.8730158730158728,0.8730158730158728,SORT-2_like
22,6.285714285714285,1.7460317460317456,2.6190476190476186,SORT-2_like
23,9.428571428571427,2.6190476190476186,5.238095238095237,SORT-2_like
24,12.57142857142857,3.492063492063491,8.730158730158728,SORT-2_like
25,15.714285714285714,4.365079365079365,13.095238095238091,SORT-2_like
26,18.857142857142854,5.238095238095237,18.33333333333333,SORT-2_like
27,22.0,6.111111111111111,24.44444444444444,SORT-2_like
28,25.14285714285714,6.984126984126982,31.428571428571423,SORT-2_like
29,28.28571428571428,7.857142857142856,39.28571428571428,SORT-2_like
30,31.428571428571427,8.73015873015873,48.015873015873005,SORT-2_like
31,34.57142857142857,9.603174603174603,57.619047619047606,SORT-2_like
32,37.71428571428571,10.476190476190474,68.09523809523807,SORT-2_like
33,40.857142857142854,11.349206349206348,79.44444444444443,SORT-2_like
34,44.0,12.222222222222221,91.66666666666666,SORT-2_like
35,44.0,12.222222222222221,103.88888888888889,SORT-2_like
36,44.0,12.222222222222221,116.11111111111111,SORT-2_like
37,44.0,12.222222222222221,128.33333333333334,SORT-2_like
38,44.0,12.222222222222221,140.55555555555557,SORT-2_like
39,44.0,12.222222222222221,152.7777777777778,SORT-2_like
40,44.0,12.222222222222221,165.00000000000003,SORT-2_like
41,44.0,12.222222222222221,177.22222222222226,SORT-2_like
42,44.0,12.222222222222221,189.44444444444449,SORT-2_like
43,44.0,12.222222222222221,201.6666666666667,SORT-2_like
44,44.0,12.222222222222221,213.88888888888894,SORT-2_like
45,44.0,12.222222222222221,226.11111111111117,SORT-2_like
46,40.33333333333333,11.203703703703702,237.31481481481487,SORT-2_like
47,36.666666666666664,10.185185185185185,247.50000000000006,SORT-2_like
48,33.0,9.166666666666666,256.66666666666674,SORT-2_like
49,29.333333333333336,8.148148148148149,264.8148148148149,SORT-2_like
50,25.666666666666668,7.12962962962963,271.9444444444445,SORT-2_like
51,22.0,6.111111111111111,278.0555555555556,SORT-2_like
52,18.333333333333332,5.092592592592593,283.1481481481482,SORT-2_like
53,14.666666666666668,4.074074074074074,287.2222222222223,SORT-2_like
54,11.0,3.0555555555555554,290.2777777777778,SORT-2_like
55,7.3333333333333375,2.037037037037038,292.3148148148149,SORT-2_like
56,3.6666666666666687,1.018518518518519,293.3333333333334,SORT-2_like
57,0.0,0.0,293.3333333333334,SORT-2_like
58,0.0,0.0,293.3333333333334,SORT-2_like
59,0.0,0.0,293.3333333333334,SORT-2_like
60,0.0,0.0,293.3333333333334,SORT-2_like
61,0.0,0.0,293.3333333333334,SORT-2_like
62,0.0,0.0,293.3333333333334,SORT-2_like
